SampleName                                     LogP_lo   LogP_hi   CosZ_lo   CosZ_hi
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.50      2.70      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.70      2.80      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.80      3.00      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.00      3.20      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         3.20      4.00      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.00      2.30      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.30      2.50      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.50      2.70      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.70      2.80      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         2.80      3.00      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.00      3.20      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_1neutron         3.20      4.00      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.00      2.50      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.50      2.60      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.60      2.70      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.70      2.80      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.80      2.90      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.90      3.00      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    3.00      3.10      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    3.10      3.50      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.50      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.50      2.60      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.70      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.70      2.80      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.80      2.90      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.90      3.00      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.10      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 3.10      3.50      0.84      1.00
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60     -0.22      0.00
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60      0.00      0.22
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60      0.22      0.45
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60      0.45      0.64
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60      0.64      0.84
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.60      0.84      1.00
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50     -0.22      0.00
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50      0.00      0.22
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50      0.22      0.45
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50      0.45      0.64
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50      0.64      0.84
sk4-5_fc_multigev_1ring_nuelike                   3.60      4.50      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.30      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.30      3.60      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50     -0.84     -0.64
